Model,Manufacturer,Price_USD,Rating,OS_Clean,Processor_Manufacturer,Processor_Generation,Core_Count,Thread_Count,RAM_GB,RAM_Type,Storage_GB,Storage_Type,Graphics_Manufacturer,Graphics_Type,Graphics_Memory_GB,Screen_Size_inches,Resolution_Width,Resolution_Height,Touchscreen,Warranty_Years
Lenovo LOQ 15IRX9 83DV007HIN Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),LENOVO,1199.88,65.0,Windows,INTEL,13.0,14.0,12.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,6.0,15.6,1920.0,1080.0,False,1.0
HP Pavilion 15-eh3039AU Laptop ( AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),HP,702.0,61.0,Windows,AMD,7.0,6.0,12.0,16.0,DDR4,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo ThinkBook 14 21KG00AFIN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),LENOVO,527.88,59.0,Windows,INTEL,13.0,6.0,8.0,8.0,DDR5,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
Asus TUF Gaming F17 FX706HF-HX044WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),ASUS,623.88,59.0,Windows,INTEL,11.0,6.0,12.0,8.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,17.0,1920.0,1080.0,False,1.0
HP 15s-fr5010TU Laptop (12th Gen Core i5/8GB/ 512GB SSD/ Win11 Home),HP,630.0,55.0,Windows,INTEL,12.0,10.0,12.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Asus Chromebook CM14 CM1402CM2A-EK0085 Laptop (MediaTek Kompanio 520/ 8GB/ 128GB eMMC/ Chrome OS),ASUS,323.88,57.0,Chrome,MEDIATEK,12.0,8.0,12.0,8.0,DDR4X,128,HDD,OTHER,Integrated,0.0,14.0,1920.0,1080.0,True,1.0
Lenovo LOQ 15IAX9I 83FQ0009IN Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),LENOVO,719.88,57.0,Windows,INTEL,12.0,8.0,12.0,8.0,DDR5,512,SSD,INTEL,Integrated,4.0,15.6,1920.0,1080.0,False,1.0
Lenovo ThinkPad E1 21JNS03P00 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),LENOVO,599.88,55.0,Windows,INTEL,13.0,6.0,8.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,16.0,1920.0,1200.0,False,1.0
Lenovo ThinkBook 15 G5 21JFA016IN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512 GB SSD/ Win11),LENOVO,635.88,66.0,Windows,AMD,7.0,6.0,12.0,16.0,DDR4,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo ThinkBook 15 G5 21JF002PIN Laptop (AMD Ryzen 5 7530U/ 8GB/ 512 GB SSD/ Win11),LENOVO,479.88,64.0,Windows,AMD,7.0,6.0,12.0,8.0,DDR4,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP Spectre x360 16-aa0665TU Laptop (Intel Core Ultra 7/ 32GB/ 2TB SSD/ Win11 Home),HP,2093.88,57.0,Windows,INTEL,12.0,16.0,22.0,32.0,DDR5,2000,SSD,INTEL,Integrated,0.0,16.0,2880.0,1800.0,True,1.0
Acer Aspire Lite AL15-52 15 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),ACER,590.39,60.0,Windows,INTEL,12.0,10.0,12.0,16.0,DDR4,1000,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP Spectre x360 14-eu0666TU Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home),HP,1919.88,75.0,Windows,INTEL,12.0,16.0,22.0,32.0,DDR5,1000,SSD,INTEL,Integrated,0.0,14.0,2880.0,1800.0,True,1.0
HP Spectre x360 14-eu0556TU Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home),HP,1919.88,75.0,Windows,INTEL,12.0,16.0,22.0,32.0,DDR5,1000,SSD,INTEL,Integrated,0.0,14.0,2880.0,1800.0,True,1.0
HP Omen 16-wf1026TX Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),HP,2117.99,68.0,Windows,INTEL,14.0,20.0,28.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,8.0,16.1,1920.0,1080.0,False,1.0
Chuwi Gemibook X Pro Laptop (Intel Celeron N100/ 8 GB/ 256 GB SSD/ Win11 Home),CHUWI,251.88,57.0,Windows,INTEL,12.0,4.0,4.0,8.0,DDR5,256,SSD,INTEL,Integrated,0.0,14.1,1920.0,1080.0,False,1.0
Asus VivoBook 14 X1400EA-EK543WS Notebook (11th Gen Core i5/16GB/ 512GB SSD/ Win11 Home),ASUS,527.88,53.0,Windows,INTEL,11.0,4.0,8.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
Acer Nitro V 15 ANV15-51 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),ACER,878.68,60.0,Windows,INTEL,13.0,8.0,12.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,6.0,15.6,1920.0,1080.0,False,1.0
Lenovo IdeaPad Slim 3 82X60013IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),LENOVO,527.88,57.0,Windows,INTEL,13.0,5.0,6.0,8.0,DDR5,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Chuwi CoreBook X Laptop (10th Gen Core i5/ 16GB/ 512GB SSD/ Win11),CHUWI,419.88,51.0,Windows,INTEL,10.0,4.0,8.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,14.0,2160.0,1440.0,False,1.0
Avita Liber Liber E AM14A2INL54F Laptop (AMD Ryzen 5 5500U/ 8GB/ 256GB SSD/ Win11 Home),AVITA,395.65,57.0,Windows,AMD,5.0,6.0,12.0,8.0,DDR4,256,SSD,AMD,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
Ultimus Lite NU14U3INC54BN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),ULTIMUS,191.88,57.0,Windows,INTEL,12.0,2.0,2.0,8.0,DDR4,256,SSD,INTEL,Integrated,0.0,14.1,1366.0,768.0,False,1.0
Lenovo ThinkPad X1 Fold Gen 1 Laptop (Intel Core i5/ 8GB/ 1TB SSD/ Win10 Pro),LENOVO,1740.0,57.0,Windows,INTEL,11.0,5.0,5.0,8.0,DDR4X,1000,SSD,INTEL,Integrated,0.0,13.3,2048.0,1536.0,True,1.0
Lenovo IdeaPad Slim 3 15IRH8 83EM0025IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),LENOVO,713.88,54.0,Windows,INTEL,13.0,8.0,12.0,16.0,DDR5,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Dell G15-5530 Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),DELL,989.88,68.0,Windows,INTEL,13.0,10.0,16.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,6.0,15.6,1920.0,1080.0,False,1.0
Dell ‎G16 7630 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),DELL,2249.88,77.0,Windows,INTEL,13.0,24.0,32.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,8.0,16.0,2560.0,1600.0,False,1.0
HP Envy x360 15-fh0014AU Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home),HP,967.68,60.0,Windows,AMD,7.0,6.0,12.0,8.0,DDR5,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,True,1.0
Lenovo IdeaPad Slim 3 83ER008DIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),LENOVO,641.88,55.0,Windows,INTEL,12.0,8.0,12.0,16.0,DDR5,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Infinix INBook Y2 Plus XL29 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),INFINIX,299.88,57.0,Windows,INTEL,11.0,2.0,4.0,8.0,DDR4X,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP Omen 16-wf0054TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),HP,1817.88,73.0,Windows,INTEL,13.0,16.0,24.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,8.0,16.1,1920.0,1080.0,False,1.0
MSI Prestige 13 AI Evo A1M Laptop (Intel Core Ultra 7/ 16GB/ 512GB SSD/ Win11 Home),MSI,1367.99,64.0,Windows,INTEL,12.0,16.0,22.0,16.0,DDR5,512,SSD,INTEL,Integrated,0.0,13.3,1920.0,1200.0,False,2.0
Lenovo Ideapad Flex 5 14IAU7 82R700KHIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),LENOVO,647.88,53.0,Windows,INTEL,12.0,6.0,8.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,True,1.0
Asus Zenbook 14 OLED UX3405 Laptop (Intel Core Ultra 9 / 16GB/ 512GB SSD/ Win11 Home),ASUS,1799.88,65.0,Windows,INTEL,12.0,16.0,22.0,16.0,DDR5X,512,SSD,INTEL,Integrated,0.0,14.0,2880.0,1800.0,False,1.0
Acer Predator Triton Neo 16 Laptop (Intel Core Ultra 9 / 32GB/ 2TB SSD/ Win11 Home/ 8GB Graph),ACER,2399.99,74.0,Windows,INTEL,12.0,16.0,22.0,32.0,DDR5,2000,SSD,NVIDIA,Dedicated,8.0,16.0,3200.0,2000.0,False,1.0
Lenovo V14 82KAA0AMIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ DOS),LENOVO,551.88,53.0,Other,INTEL,11.0,4.0,8.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,14.0,1366.0,768.0,False,1.0
Lenovo IdeaPad Slim 3 82H803HQIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),LENOVO,586.8,60.0,Windows,INTEL,11.0,4.0,8.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo IdeaPad Slim 3 82H803LKIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),LENOVO,599.99,62.0,Windows,INTEL,11.0,4.0,8.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo V14 82KAA01QIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),LENOVO,551.88,57.0,Windows,INTEL,11.0,4.0,8.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
Lenovo IdeaPad 1 15ALC7 82R400ERIN Laptop (AMD Ryzen 5 5500U / 16GB/ 512GB SSD/ Win11 Home),LENOVO,485.88,54.0,Windows,AMD,5.0,6.0,12.0,16.0,DDR4,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Asus Chromebook CX3402CBA-PQ0173 Laptop (12th Gen Core i3/ 8GB/ 128GB EMMC/ Chrome OS),ASUS,419.88,57.0,Chrome,INTEL,12.0,6.0,8.0,8.0,DDR5,128,HDD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
Acer Nitro V16 Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graphics),ACER,1798.8,69.0,Windows,AMD,8.0,8.0,16.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,8.0,16.0,1920.0,1200.0,False,1.0
Lenovo Yoga Slim 6 14IRH8 83E00012INLaptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),LENOVO,976.8,59.0,Windows,INTEL,13.0,12.0,16.0,16.0,DDR5X,1000,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,False,1.0
Lenovo IdeaPad Slim 3i 82RK011EIN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),LENOVO,749.88,61.0,Windows,INTEL,12.0,10.0,12.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Huawei MateBook 14s 2023 Laptop (13th Gen Core i9/ 16GB RAM/ 1TB SSD/ Win11 Home),HUAWEI,971.99,68.0,Windows,INTEL,13.0,14.0,20.0,16.0,Other,1000,SSD,INTEL,Integrated,0.0,14.2,2520.0,1680.0,True,1.0
"Dell Inspiron 3535 Laptop (AMD Ryzen R3-7320U,/ 8GB/ 512GB SSD/ Win11)",DELL,413.4,50.0,Windows,AMD,7.0,4.0,8.0,8.0,DDR5,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo IdeaPad 1 14IGL7 82V6006EIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),LENOVO,317.88,57.0,Windows,INTEL,4.0,2.0,2.0,8.0,DDR4,256,SSD,INTEL,Integrated,0.0,14.0,1366.0,768.0,False,1.0
Acer Aspire 5 A515-58P Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),ACER,431.99,57.0,Windows,INTEL,13.0,5.0,6.0,8.0,DDR5,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP 15s-EQ2084AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),HP,623.76,57.0,Windows,AMD,5.0,8.0,16.0,16.0,DDR4,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo IdeaPad Gaming 3 15IAH7 82S9017TIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),LENOVO,815.88,61.0,Windows,INTEL,12.0,8.0,12.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Lenovo Ideapad Slim 5 82XF0078IN Laptop (13th Gen Core i7/ 16 GB RAM/ 1 TB SSD/ Win 11),LENOVO,1046.28,60.0,Windows,INTEL,13.0,14.0,20.0,16.0,DDR5,1000,SSD,INTEL,Integrated,0.0,16.0,2560.0,1600.0,False,1.0
Dell Inspiron 7430 14 2 in 1 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),DELL,683.88,55.0,Windows,INTEL,13.0,6.0,8.0,8.0,DDR5,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,True,1.0
Lenovo IdeaPad Slim 5 14IAH8 83BF0043IN Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),LENOVO,779.88,56.0,Windows,INTEL,12.0,8.0,12.0,16.0,DDR5,1000,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,False,1.0
Lenovo Ideapad Slim 5 82XD006GIN Laptop (13th Gen Core i5/ 16 GB RAM/ 1TB SSD/ Win 11),LENOVO,890.28,53.0,Windows,INTEL,13.0,8.0,12.0,16.0,DDR5,1000,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,False,1.0
Dell Latitude 3520 DLCK3520BL Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Ubuntu),DELL,426.0,57.0,Other,INTEL,11.0,2.0,4.0,8.0,Other,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Dell Inspiron 3520 IN3520RVTGV001ORB1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),DELL,419.88,57.0,Windows,INTEL,11.0,2.0,4.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo IdeaPad Slim 3 82H803U0IN Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),LENOVO,378.0,57.0,Windows,INTEL,11.0,2.0,4.0,8.0,DDR4,256,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
MSI CreatorPro X17 HX A13VKS-249IN Laptop (13th Gen Core i9/ 64GB/ 4TB SSD/ Win11 Pro/ 12GB Graph),MSI,6239.88,68.0,Windows,INTEL,13.0,24.0,32.0,64.0,DDR5,4000,SSD,NVIDIA,Dedicated,12.0,17.0,2560.0,1600.0,False,3.0
Acer Aspire 3 15 A315-510P UN.KDHSI.019 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),ACER,383.88,57.0,Windows,INTEL,12.0,8.0,8.0,8.0,DDR5,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Acer Aspire Lite 15 AL15-51 2023  Laptop (11th Gen Core i5/ 16GB/ 1TB SSD/ Win11),ACER,600.0,61.0,Windows,INTEL,11.0,4.0,8.0,16.0,DDR4,1000,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo Thinkpad P16s 21BTS0DG00 Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro),LENOVO,1631.99,69.0,Windows,INTEL,12.0,12.0,16.0,16.0,DDR4,1000,SSD,INTEL,Integrated,0.0,16.0,1920.0,1200.0,False,3.0
Lenovo ThinkPad X1 Carbon 21HMS00000 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro),LENOVO,2627.88,64.0,Windows,INTEL,13.0,10.0,12.0,16.0,DDR5,1000,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,False,1.0
Avita Liber AM15A2INT56F Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),AVITA,370.01,57.0,Windows,INTEL,12.0,6.0,8.0,8.0,Other,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Acer Aspire Lite AL15-52 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),ACER,542.4,59.0,Windows,INTEL,12.0,10.0,12.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Acer Aspire Lite AL15-52 2023 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),ACER,509.88,56.0,Windows,INTEL,12.0,10.0,12.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Avita Pura S101 Laptop (Celeron N4020/ 8GB/256GB SSD/ Win11 Home),AVITA,231.59,57.0,Windows,INTEL,12.0,2.0,2.0,8.0,DDR4,256,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
Apple MacBook Pro 16 2023 Laptop (Apple M3 Pro/ 36GB/ 512GB SSD/ macOS),APPLE,3478.8,62.0,Mac,APPLE,12.0,12.0,12.0,36.0,Other,512,SSD,OTHER,Integrated,0.0,16.2,3456.0,2234.0,False,1.0
Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 1TB SSD/ macOS),APPLE,2117.88,52.0,Mac,APPLE,12.0,8.0,12.0,8.0,Other,1000,SSD,OTHER,Integrated,0.0,14.2,3024.0,1964.0,False,1.0
Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 1TB SSD/ macOS),APPLE,2699.88,56.0,Mac,APPLE,12.0,12.0,12.0,18.0,Other,1000,SSD,OTHER,Integrated,0.0,14.2,3024.0,1964.0,False,1.0
Apple MacBook Pro 16 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),APPLE,2767.08,56.0,Mac,APPLE,12.0,12.0,12.0,18.0,Other,512,SSD,OTHER,Integrated,0.0,16.2,3456.0,2234.0,False,1.0
Apple MacBook Pro 14 2023 Laptop (Apple M3 Max/ 36GB/ 1TB SSD/ macOS),APPLE,3476.28,63.0,Mac,APPLE,12.0,14.0,12.0,36.0,Other,1000,SSD,OTHER,Integrated,0.0,14.2,3024.0,1964.0,False,1.0
Acer Aspire 5 A515-57 NX.K3JSI.006 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),ACER,563.88,60.0,Windows,INTEL,12.0,10.0,12.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP 15s-fq2510tu Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),HP,609.48,60.0,Windows,INTEL,11.0,4.0,8.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo Yoga Slim 7i Carbon 13IRP8 83AY003CIN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),LENOVO,1478.28,64.0,Windows,INTEL,13.0,12.0,16.0,16.0,DDR5,1000,SSD,INTEL,Integrated,0.0,13.3,2560.0,1600.0,True,1.0
Lenovo Ideapad Gaming 3 15ARH7 82SB00QJIN Laptop  (AMD Ryzen 5 7535HS / 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),LENOVO,706.8,64.0,Windows,AMD,7.0,6.0,12.0,8.0,DDR5,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Dell Inspiron 3520 IN3520P9K46002ORS1 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),DELL,443.88,55.0,Windows,INTEL,12.0,6.0,8.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo IdeaPad Gaming 3 Gen 6 82K2028QIN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),LENOVO,604.68,62.0,Windows,AMD,5.0,4.0,8.0,8.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Avita Pura S102 Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),AVITA,240.42,57.0,Windows,INTEL,12.0,2.0,2.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP Spectre x360 14-ef2036TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),HP,1859.99,66.0,Windows,INTEL,13.0,10.0,12.0,16.0,DDR4X,512,SSD,INTEL,Integrated,0.0,13.5,3000.0,2000.0,True,1.0
HP Omen 16-xd0005AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),HP,1279.08,75.0,Windows,AMD,7.0,8.0,16.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,6.0,16.1,1920.0,1080.0,False,1.0
HP ProBook 440 G9 821M3PA Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),HP,948.0,65.0,Windows,INTEL,12.0,10.0,12.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,14.0,1366.0,768.0,False,1.0
Dell Latitude 3540 Laptop (13th Gen Core i5/ 8GB/ 256GB SSD/ Win11 Pro),DELL,1167.6,52.0,Windows,INTEL,13.0,10.0,12.0,8.0,DDR4,256,SSD,INTEL,Integrated,0.0,15.6,1366.0,720.0,False,1.0
Acer Aspire Lite AL15-51 15 2023 Laptop (11th Gen Core i5/ 8GB/ 1TB SSD/ Win11),ACER,539.88,57.0,Windows,INTEL,11.0,4.0,8.0,8.0,DDR4,1000,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP 15s-FR5012TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),HP,467.88,53.0,Windows,INTEL,12.0,6.0,8.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo S14 Gen 3 82TW000VIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),LENOVO,587.87,52.0,Other,INTEL,12.0,10.0,12.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,False,3.0
HP Victus 15-fa1134TX Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),HP,1133.88,73.0,Windows,INTEL,12.0,10.0,16.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,6.0,15.6,1920.0,1080.0,False,1.0
Infinix INBook Y1 Plus 15 XL28 Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home),INFINIX,311.88,50.0,Windows,INTEL,10.0,4.0,8.0,8.0,DDR4X,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Microsoft Surface Laptop Go 3 XK1-00045 (12th Gen Core i5/ 8GB RAM/ 256 GB SSD/ Win 11),MICROSOFT,947.88,53.0,Windows,INTEL,12.0,10.0,12.0,8.0,DDR5,256,SSD,INTEL,Integrated,0.0,12.4,1536.0,1024.0,True,1.0
Acer Aspire 5 A514-56M NX.KH6SI.001 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),ACER,718.8,51.0,Windows,INTEL,13.0,10.0,12.0,16.0,DDR5,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,False,1.0
HP Victus 15-FA1098TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),HP,707.99,60.0,Windows,INTEL,12.0,8.0,12.0,8.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Acer Aspire Lite AL15-41 Laptop (AMD Ryzen 5 5500U/ 16GB/ 1TB SSD/ Win11),ACER,465.48,57.0,Windows,AMD,5.0,6.0,12.0,16.0,DDR4,1000,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Dell Inspiron 7430 IC7430MH5K0M01ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),DELL,1067.88,61.0,Windows,INTEL,13.0,10.0,12.0,8.0,DDR5,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,True,1.0
Gigabyte G5 MF-E2IN313SHLaptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),GIGABYTE,875.88,70.0,Windows,INTEL,12.0,12.0,16.0,8.0,DDR4,512,SSD,NVIDIA,Dedicated,6.0,15.6,1920.0,1080.0,False,2.0
HP Victus 15-fb1002AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,634.2,65.0,Windows,AMD,7.0,6.0,12.0,8.0,DDR5,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
HP Pavilion Plus ‎16-ab0456TX Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 6GB Graphics),HP,1499.99,72.0,Windows,INTEL,13.0,14.0,20.0,16.0,DDR4,1000,SSD,NVIDIA,Dedicated,6.0,16.0,2560.0,1600.0,False,1.0
HP 15s-er2004AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11),HP,605.88,54.0,Windows,AMD,5.0,8.0,16.0,16.0,DDR4,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo IdeaPad Gaming 3 82K101LJIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),LENOVO,628.8,65.0,Windows,INTEL,11.0,4.0,8.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
