Model,Manufacturer,Price_USD,Rating,OS_Clean,Processor_Manufacturer,Processor_Generation,Core_Count,Thread_Count,RAM_GB,RAM_Type,Storage_GB,Storage_Type,Graphics_Manufacturer,Graphics_Type,Graphics_Memory_GB,Screen_Size_inches,Resolution_Width,Resolution_Height,Touchscreen,Warranty_Years
Asus ROG Strix G16 2023 G614JJ-N3088WS Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),ASUS,1139.88,65.0,Windows,INTEL,13.0,10.0,16.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,6.0,16.0,1920.0,1200.0,False,1.0
MSI Creator Pro M16 B13VJ-1272IN Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11/ 8GB Graph),MSI,2999.88,79.0,Windows,INTEL,13.0,14.0,20.0,32.0,DDR5,1000,SSD,NVIDIA,Dedicated,8.0,16.0,1920.0,1200.0,False,2.0
Lenovo IdeaPad Slim 3i 82X70032IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),LENOVO,523.08,57.0,Windows,INTEL,13.0,5.0,6.0,8.0,DDR5,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP 240 G9 821J4PA Laptop (12th Gen Core i5/ 8GB/ 512 GB SSD/ Win11),HP,773.88,59.0,Windows,INTEL,12.0,10.0,12.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,14.0,1366.0,768.0,False,1.0
Lenovo IdeaPad Flex 5 Gen 8 82XX0070IN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),LENOVO,755.88,65.0,Windows,AMD,7.0,6.0,12.0,16.0,DDR4X,512,SSD,AMD,Integrated,0.0,14.0,1920.0,1200.0,True,1.0
Dell Inspiron 3530 15 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),DELL,797.4,52.0,Windows,INTEL,13.0,10.0,12.0,16.0,DDR4,1000,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo IdeaPad 3 82H802L3IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),LENOVO,422.78,54.0,Windows,INTEL,11.0,2.0,4.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP ZBook Firefly 16 G9 6V2X7PA Workstation PC Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11),HP,1488.0,69.0,Windows,INTEL,12.0,10.0,12.0,16.0,DDR5,1000,SSD,INTEL,Integrated,0.0,16.0,1920.0,1200.0,False,1.0
Asus ROG Strix G17 G713RC-HX109WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),ASUS,959.88,68.0,Windows,AMD,6.0,8.0,16.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,4.0,17.3,1920.0,1080.0,False,1.0
Lenovo IdeaPad Slim 3 82H803HPIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),LENOVO,569.88,55.0,Windows,INTEL,11.0,4.0,8.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP Victus 15-fa1132TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),HP,719.88,62.0,Windows,INTEL,12.0,8.0,12.0,8.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Infinix INBook X2 Slim Series XL23 2023 Laptop (11th Gen Core i5/ 16GB/ 1TB SSD/ Win 11 Home),INFINIX,443.88,55.0,Windows,INTEL,11.0,4.0,8.0,16.0,DDR4X,1000,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
Lenovo IdeaPad Gaming 3 15IHU6 82K101PCIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),LENOVO,611.88,60.0,Windows,INTEL,11.0,4.0,8.0,8.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Acer Aspire Lite 15 AL15-51 Laptop (11th Gen Core i3/16GB/ 512GB SSD/ Win11),ACER,425.99,57.0,Windows,INTEL,11.0,2.0,4.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo Yoga 6 13ABR8 83B2007UIN Laptop (AMD Ryzen 7 7730U/ 16GB/ 1TB SSD/ Win11 Home),LENOVO,1034.28,66.0,Windows,AMD,7.0,8.0,16.0,16.0,DDR4X,1000,SSD,AMD,Integrated,0.0,13.3,1920.0,1200.0,True,1.0
Lenovo IdeaPad Flex 5 82R900D4IN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),LENOVO,779.88,60.0,Windows,AMD,5.0,8.0,16.0,16.0,DDR4,512,SSD,AMD,Integrated,0.0,14.0,1920.0,1200.0,True,1.0
Ultimus Neo NU14U3INT54BN Laptop (10th Gen Core i3/ 8GB/ 256GB SSD/Win11 Home),ULTIMUS,264.0,57.0,Windows,INTEL,10.0,2.0,4.0,8.0,DDR4,256,SSD,INTEL,Integrated,0.0,14.1,1920.0,1080.0,False,1.0
Microsoft Surface Laptop Go 3 (12th Gen Core i5/ 16 GB RAM/ 256 GB SSD/ Win 11),MICROSOFT,1079.88,56.0,Windows,INTEL,12.0,10.0,12.0,16.0,DDR5,256,SSD,INTEL,Integrated,0.0,12.4,1536.0,1024.0,True,1.0
HP Victus 15-fb0158AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,605.88,63.0,Windows,AMD,5.0,6.0,12.0,8.0,DDR4,512,SSD,AMD,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Lenovo Legion Slim 5 16APH8 82Y90042IN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),LENOVO,1547.88,78.0,Windows,AMD,7.0,8.0,16.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,8.0,16.0,2560.0,1600.0,False,1.0
Lenovo IdeaPad Gaming 3 15IHU6 82K101PBIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),LENOVO,611.88,63.0,Windows,INTEL,11.0,4.0,8.0,8.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Lenovo Legion Slim 5 82Y9009KIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),LENOVO,1370.28,75.0,Windows,AMD,7.0,8.0,16.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,6.0,16.0,1920.0,1200.0,False,1.0
HP Pavilion x360 14-ek1021TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),HP,1079.88,65.0,Windows,INTEL,13.0,10.0,12.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,True,1.0
Lenovo IdeaPad Gaming 3 15IAH7 82S9014LIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),LENOVO,815.88,63.0,Windows,INTEL,12.0,8.0,12.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
HP Victus 15-fa1062TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),HP,1164.0,66.0,Windows,INTEL,13.0,12.0,16.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,6.0,15.6,1920.0,1080.0,False,1.0
Lenovo S14 Gen 3 82TW001DIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),LENOVO,575.88,51.0,Windows,INTEL,12.0,10.0,12.0,8.0,Other,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,False,3.0
Lenovo Yoga Pro 7 82Y700A2IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),LENOVO,1258.8,61.0,Windows,INTEL,13.0,14.0,20.0,16.0,DDR5,1000,SSD,INTEL,Integrated,0.0,14.5,2560.0,1600.0,False,1.0
HP 15-fc0027AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),HP,443.88,52.0,Windows,AMD,7.0,4.0,8.0,8.0,DDR5,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo Legion Slim 5 16APH8 82Y9008MIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),LENOVO,1571.88,79.0,Windows,AMD,7.0,8.0,16.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,8.0,16.0,2560.0,1600.0,False,1.0
Acer Aspire 5 A515-58M NX.KHFSI.003 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),ACER,491.88,57.0,Windows,INTEL,13.0,5.0,6.0,8.0,DDR5,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP Spectre 17-cs0097nr Foldable Laptop (12th Gen Core i7/ 16 GB RAM/ 1 TB SSD/ Win 11),HP,4980.0,66.0,Windows,INTEL,12.0,10.0,12.0,16.0,DDR5,1000,SSD,INTEL,Integrated,0.0,17.0,1920.0,2560.0,True,1.0
Asus VivoBook 15 X515MA-BR022WS Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),ASUS,329.88,57.0,Windows,INTEL,12.0,2.0,2.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1366.0,768.0,False,1.0
Fujitsu CH‎ 4ZR1L82433 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),FUJITSU,717.67,61.0,Windows,INTEL,13.0,10.0,12.0,16.0,DDR5,512,SSD,INTEL,Integrated,0.0,13.3,1920.0,1080.0,False,2.0
Asus VivoBook 15 X1500EA-EJ311W Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),ASUS,347.88,53.0,Windows,INTEL,11.0,2.0,4.0,8.0,DDR4,256,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Fujitsu CH‎ 4ZR1L82434 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),FUJITSU,839.88,62.0,Windows,INTEL,13.0,10.0,12.0,16.0,DDR5,512,SSD,INTEL,Integrated,0.0,13.3,1920.0,1080.0,False,2.0
Asus Vivobook 15 X1502ZA-EJ993WS Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11),ASUS,479.88,54.0,Windows,INTEL,12.0,6.0,8.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Asus Vivobook 15X OLED M3504YA-LK752WS Laptop (AMD Ryzen 7 7730U/ 16GB/ 1TB SSD/ Win11 Home),ASUS,755.88,63.0,Windows,AMD,7.0,8.0,16.0,16.0,DDR4,1000,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Asus Vivobook 15 X1504ZA-NJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),ASUS,611.88,56.0,Windows,INTEL,12.0,10.0,12.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP Pavilion 15-eg3018TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),HP,875.88,55.0,Windows,INTEL,13.0,10.0,12.0,16.0,DDR4,1000,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Acer Nitro V ANV15-51 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 6GB Graph),ACER,911.88,56.0,Windows,INTEL,13.0,8.0,12.0,8.0,DDR5,512,SSD,NVIDIA,Dedicated,6.0,15.6,1920.0,1080.0,False,1.0
HP 15s-fq3066TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),HP,347.88,57.0,Windows,INTEL,12.0,2.0,2.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1366.0,768.0,False,1.0
Asus Vivobook Pro 15 M6500RC-HN741WS Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),ASUS,875.88,66.0,Windows,AMD,6.0,8.0,16.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
HP Victus 15-fb1016AX  Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,750.0,63.0,Windows,AMD,7.0,6.0,12.0,8.0,DDR5,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Lenovo Ideapad 3 15ITL06 82H803GUIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),LENOVO,442.68,57.0,Windows,INTEL,11.0,2.0,4.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo IdeaPad Flex 5 82Y00053IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),LENOVO,1055.88,55.0,Windows,INTEL,13.0,10.0,12.0,16.0,Other,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,True,1.0
Lenovo Yoga 7 82YM0074IN Laptop (AMD Ryzen 7 7735U/ 16GB/ 1TB SSD/ Win11 Home),LENOVO,1130.28,75.0,Windows,AMD,7.0,8.0,16.0,16.0,DDR5,1000,SSD,AMD,Integrated,0.0,14.0,2880.0,1800.0,True,1.0
Lenovo IdeaPad 3 82H803HRIN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),LENOVO,719.88,55.0,Windows,INTEL,11.0,4.0,8.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP 250 G9 7N179PA Laptop (12th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11),HP,599.88,53.0,Windows,INTEL,12.0,10.0,12.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1366.0,768.0,False,1.0
Asus Vivobook Pro 15 M6500QC-HN551WS Laptop (AMD Ryzen 5 5600HS/ 16 GB RAM/ 1 TB SSD/ Win 11/ 4 GB Graphics),ASUS,839.88,59.0,Windows,AMD,5.0,6.0,12.0,16.0,DDR4,1000,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Lenovo Thinkpad E15 21E6S07S00 Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11),LENOVO,935.88,59.0,Windows,INTEL,12.0,10.0,12.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Asus Vivobook Pro 15 M6500QC-HN751WS Laptop (AMD Ryzen 7 5800HS/ 16 GB RAM/ 1 TB SSD/ Win 11/ 4 GB Graphics),ASUS,875.88,60.0,Windows,AMD,5.0,8.0,16.0,16.0,DDR4,1000,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Lenovo Ideapad Slim 5 82XF007CIN Laptop (13th Gen Core i5/ 16 GB RAM/ 1 TB SSD/ Win 11),LENOVO,863.88,53.0,Windows,INTEL,13.0,12.0,16.0,16.0,DDR5,1000,SSD,INTEL,Integrated,0.0,16.0,1920.0,1200.0,False,1.0
HP 255 G9 841W6PA Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ FreeDOS),HP,287.99,57.0,Other,AMD,3.0,2.0,4.0,8.0,DDR4,512,SSD,AMD,Integrated,0.0,15.6,1366.0,768.0,False,1.0
Lenovo IdeaPad Slim 5i 83BG000DIN Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11),LENOVO,746.28,54.0,Windows,INTEL,12.0,8.0,12.0,16.0,DDR5,512,SSD,INTEL,Integrated,0.0,16.0,1920.0,1200.0,False,1.0
Asus Vivobook 16X 2023 K3605ZC-MBN752WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),ASUS,995.88,69.0,Windows,INTEL,12.0,10.0,16.0,16.0,DDR4,1000,SSD,NVIDIA,Dedicated,4.0,16.0,1920.0,1200.0,False,1.0
Lenovo IdeaPad Slim 3 82RK00VVIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),LENOVO,455.88,57.0,Windows,INTEL,12.0,6.0,8.0,8.0,Other,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Gigabyte G5 MF-F2IN313SH Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),GIGABYTE,863.88,64.0,Windows,INTEL,12.0,8.0,12.0,16.0,Other,512,SSD,NVIDIA,Dedicated,6.0,15.6,1920.0,1080.0,False,2.0
HP Victus 15-FB1001AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,659.88,66.0,Windows,AMD,7.0,6.0,12.0,8.0,DDR5,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Dell Inspiron 3530 IN3530RW8JY001ORS1 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11 Home),DELL,694.68,57.0,Windows,INTEL,13.0,10.0,12.0,8.0,DDR4,1000,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Dell Inspiron 3520 IN3520KTMFJS1ORGR1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),DELL,467.88,50.0,Windows,INTEL,11.0,2.0,4.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Acer Aspire 7 A715-76G NH.QMYSI.001 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),ACER,623.88,64.0,Windows,INTEL,12.0,8.0,12.0,8.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Lenovo Legion 9i 2023 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),LENOVO,4799.99,68.0,Windows,INTEL,13.0,24.0,32.0,32.0,DDR5,1000,SSD,NVIDIA,Dedicated,16.0,16.0,3200.0,2000.0,False,1.0
Asus TUF Gaming F15 90NR0GW1-M00F00 Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),ASUS,1043.88,60.0,Windows,INTEL,12.0,8.0,20.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
HP 250 G9 7M659PA Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),HP,419.88,57.0,Windows,INTEL,12.0,6.0,8.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1366.0,768.0,False,1.0
Asus Vivobook 16 2023 X1605ZAB-MB322WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),ASUS,488.87,53.0,Windows,INTEL,12.0,6.0,8.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,16.0,1920.0,1200.0,False,1.0
Asus Vivobook 16X 2023 K3605ZV-MBN741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),ASUS,1199.88,69.0,Windows,INTEL,12.0,10.0,16.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,0.0,16.0,1920.0,1200.0,False,1.0
Asus Chromebook CX1400FKA-EC0158 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),ASUS,309.01,57.0,Chrome,INTEL,12.0,2.0,2.0,4.0,DDR4X,64,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,True,1.0
Asus Chromebook CX1400CKA-EK0257 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),ASUS,179.88,57.0,Chrome,INTEL,12.0,2.0,2.0,4.0,DDR4X,64,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
Lenovo IdeaPad 1 15IGL7 82V700BSIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),LENOVO,317.88,57.0,Windows,INTEL,4.0,2.0,2.0,8.0,DDR4,256,SSD,INTEL,Integrated,0.0,15.6,1366.0,768.0,False,1.0
HP 15s-eq2132AU Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),HP,553.8,59.0,Windows,AMD,5.0,6.0,12.0,16.0,DDR4,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Gigabyte G5 KF-E3IN313SH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 8GB Graph),GIGABYTE,1043.88,69.0,Windows,INTEL,12.0,12.0,16.0,8.0,DDR5,512,SSD,NVIDIA,Dedicated,8.0,15.6,1920.0,1080.0,False,2.0
Lenovo IdeaPad Flex 5 82Y0004YIN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),LENOVO,710.28,55.0,Windows,INTEL,13.0,6.0,8.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,True,1.0
Lenovo ThinkBook 15 G3 ACL 21A4003KUS Laptop (AMD Ryzen 7 5700U/ 16GB/ 512 GB SSD/ Win11 Home),LENOVO,587.88,55.0,Windows,AMD,5.0,8.0,16.0,16.0,DDR4,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo IdeaPad Slim 5 16IAH8 83BG000PIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),LENOVO,746.28,60.0,Windows,INTEL,12.0,8.0,12.0,16.0,DDR5,512,SSD,INTEL,Integrated,0.0,16.0,1920.0,1200.0,False,1.0
Lenovo IdeaPad Slim 5 82XX007MIN Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),LENOVO,830.28,64.0,Windows,AMD,7.0,8.0,16.0,16.0,DDR4,512,SSD,AMD,Integrated,0.0,14.0,1920.0,1200.0,False,1.0
Lenovo IdeaPad Slim 5 14IAH8 83BF000UIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),LENOVO,716.28,56.0,Windows,INTEL,12.0,8.0,12.0,16.0,DDR5,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
Acer Predator Helios Neo 16 2023 PHN16-71 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),ACER,2159.88,73.0,Windows,INTEL,13.0,24.0,32.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,8.0,16.0,1920.0,1200.0,False,1.0
Lenovo IdeaPad Slim 5 82XE0072IN Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),LENOVO,734.28,64.0,Windows,AMD,7.0,8.0,16.0,16.0,DDR4,512,SSD,AMD,Integrated,0.0,14.0,1920.0,1200.0,False,1.0
Lenovo IdeaPad Slim 3 82XQ008UIN Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),LENOVO,495.48,54.0,Windows,AMD,7.0,4.0,8.0,8.0,DDR5,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo IdeaPad Slim 3 82XQ0096IN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),LENOVO,551.88,56.0,Windows,AMD,7.0,4.0,8.0,16.0,DDR5,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo V15 G3 IAP 82TT004VIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),LENOVO,520.8,52.0,Other,INTEL,12.0,10.0,12.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Asus Vivobook 14X OLED 2023 K3405VCB-KM951WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/4 GB Graphics),ASUS,1319.88,73.0,Windows,INTEL,13.0,14.0,20.0,16.0,DDR4,1000,SSD,NVIDIA,Dedicated,4.0,14.0,2880.0,1800.0,False,1.0
Asus Vivobook 16X K3605ZC-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),ASUS,815.88,62.0,Windows,INTEL,12.0,8.0,12.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,16.0,1920.0,1200.0,False,1.0
Asus Vivobook 16X K3605ZC-MBN542WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),ASUS,815.88,61.0,Windows,INTEL,12.0,8.0,12.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,16.0,1920.0,1200.0,False,1.0
Asus Vivobook 16X K3605ZU-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6GB Graphics),ASUS,923.88,64.0,Windows,INTEL,12.0,8.0,12.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,6.0,16.0,1920.0,1200.0,False,1.0
Asus Vivobook 14X K3405ZF-LY541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),ASUS,779.88,60.0,Windows,INTEL,12.0,8.0,12.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,14.0,1920.0,1200.0,False,1.0
MSI Thin GF63 11UC-1291IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,755.88,68.0,Windows,INTEL,11.0,6.0,12.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,2.0
MSI Katana 15 B12UDXK-1004IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),MSI,1031.88,71.0,Windows,INTEL,12.0,10.0,16.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,6.0,15.6,1920.0,1080.0,False,2.0
Asus Vivobook Pro 15 OLED M6500QC-LK541WS Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),ASUS,827.88,59.0,Windows,AMD,5.0,6.0,12.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Acer TMP214-41-G3 UN.VSQSI.006 Notebook (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),ACER,359.88,55.0,Windows,AMD,5.0,6.0,12.0,8.0,DDR4,512,SSD,AMD,Integrated,0.0,14.0,1366.0,768.0,False,1.0
Asus Vivobook Go 14 2023 E1404FA-NK327WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),ASUS,407.88,52.0,Windows,AMD,7.0,4.0,8.0,8.0,DDR5,512,SSD,AMD,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
HP Victus 15-fa0187TX Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),HP,1031.88,71.0,Windows,INTEL,12.0,10.0,16.0,16.0,DDR4,1000,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
